project,label,dsp_plot_id,dsp_pedon_id,dsp_sample_id,layer_no,hzdesg,hrzdep_t,hrzdep_b,soc_fill,bd_hybrid
UConn,SHM,PaM2,PaM2-1,PaM2-1-7,7,BC2,81,98,0.241033353,1.728
UConn,BAU,PaT2,PaT2-1,PaT2-1-1,1,Ap,0,5,2.450860701,1.5105
UConn,BAU,PaT2,PaT2-1,PaT2-1-2,2,Ap,5,10,2.213197213,1.3964999999999999
UConn,BAU,PaT2,PaT2-1,PaT2-1-3,3,Ap,10,19,2.121857958,1.4344999999999999
UConn,BAU,PaT2,PaT2-1,PaT2-1-4,4,Bw,19,30,0.445939031,1.557
UConn,BAU,PaT2,PaT2-1,PaT2-1-5,5,BC,30,45,0.357056565,1.5456
UConn,BAU,PaT2,PaT2-1,PaT2-1-6,6,Cd1,45,62,0.24769506,1.5979999999999999
UConn,BAU,PaT2,PaT2-1,PaT2-1-7,7,Cd2,62,80,0.241645804,1.881
UConn,BAU,PaT2,PaT2-1,PaT2-1-8,8,Cd3,80,94,0.23357184,1.773
UConn,BAU,PaT2,PaT2-1,PaT2-1-9,9,Cd4,94,116,0.232326585,1.938
UConn,Ref,PaU1,PaU1-1,PaU1-1-1,1,Oe/A,0,5,10.77628316,0.73
UConn,Ref,PaU1,PaU1-1,PaU1-1-2,2,A,5,10,6.469539688,0.99
UConn,Ref,PaU1,PaU1-1,PaU1-1-3,3,Ap,10,24,4.543040603,1.1563999999999999
UConn,Ref,PaU1,PaU1-1,PaU1-1-4,4,Bw1,24,36,1.207888611,1.143
UConn,Ref,PaU1,PaU1-1,PaU1-1-5,5,Bw2,36,70,0.492109282,1.395
UConn,Ref,PaU1,PaU1-1,PaU1-1-6,6,BC,70,97,0.278990781,1.3760000000000001
UConn,Ref,PaU1,PaU1-1,PaU1-1-7,7,Cd,97,110,0.275231394,1.746
UConn,Ref,PaU2,PaU2-1,PaU2-1-1,1,A,0,5,19.45659489,0.836
UConn,Ref,PaU2,PaU2-1,PaU2-1-2,2,A,5,10,5.857052498,1.0355
UConn,Ref,PaU2,PaU2-1,PaU2-1-3,3,Ap,10,25,3.314152209,0.9810000000000001
UConn,Ref,PaU2,PaU2-1,PaU2-1-4,4,Bw1,25,47,0.895834511,1.2926999999999997
UConn,Ref,PaU2,PaU2-1,PaU2-1-5,5,Bw2,47,66,0.521515946,1.5531
UConn,Ref,PaU2,PaU2-1,PaU2-1-6,6,BC,66,87,0.394477318,1.5853
UConn,Ref,PaU2,PaU2-1,PaU2-1-7,7,Cd,87,120,0.282204515,1.4508
UTRGV,Ref,AR2,AR2-1,AR2-1-1,1,A1,0,5,0.97,1.977215116
UTRGV,Ref,AR2,AR2-1,AR2-1-2,2,A1,5,10,0.97,1.868535299
UTRGV,Ref,AR2,AR2-1,AR2-1-3,3,A1,10,30,0.58,1.656420267
UTRGV,Ref,AR2,AR2-1,AR2-1-4,4,A1,30,50,0.9,1.4649999999999999
UTRGV,Ref,AR2,AR2-1,AR2-1-5,5,B2,50,80,0.59,1.4
UTRGV,Ref,AR2,AR2-1,AR2-1-6,6,B2ca,80,100,0.39,1.415
UTRGV,Ref,AR2,AR2-2,AR2-2-1,1,A1,0,5,1.33,2.354243757
UTRGV,Ref,AR2,AR2-2,AR2-2-2,2,A1,5,10,1.15,2.398822878
UTRGV,Ref,AR2,AR2-2,AR2-2-3,3,A1,10,30,1.4,1.491118169
UTRGV,Ref,AR2,AR2-2,AR2-2-4,4,A1,30,50,0.87,1.4649999999999999
UTRGV,Ref,AR2,AR2-2,AR2-2-5,5,B2,50,80,0.72,1.4
UTRGV,Ref,AR2,AR2-2,AR2-2-6,6,B2ca,80,100,0.7,1.415
UTRGV,Ref,AR2,AR2-3,AR2-3-1,1,A1,0,5,2.79,2.304128668
UTRGV,Ref,AR2,AR2-3,AR2-3-2,2,A1,5,10,2.04,1.800549712
UTRGV,Ref,AR2,AR2-3,AR2-3-3,3,A1,10,30,0.91,2.581218496
UTRGV,Ref,AR2,AR2-3,AR2-3-4,4,A1,30,50,0.43,1.4649999999999999
UTRGV,Ref,AR2,AR2-3,AR2-3-5,5,B2,50,80,0.9,1.4
UTRGV,Ref,AR2,AR2-3,AR2-3-6,6,B2ca,80,100,0.73,1.415
UTRGV,Ref,AR3,AR3-1,AR3-1-1,1,A1,0,5,3.17,0.887988889
UTRGV,Ref,AR3,AR3-1,AR3-1-2,2,A1,5,10,2.16,1.305614638
UTRGV,Ref,AR3,AR3-1,AR3-1-3,3,A1,10,30,3.47,1.321639812
UTRGV,Ref,AR3,AR3-1,AR3-1-4,4,A1,30,50,2.38,1.4649999999999999
UTRGV,Ref,AR3,AR3-1,AR3-1-5,5,B2,50,80,1.16,1.4
UTRGV,Ref,AR3,AR3-1,AR3-1-6,6,B2ca,80,100,1.11,1.415
UTRGV,Ref,AR3,AR3-2,AR3-2-1,1,A1,0,5,3.45,1.842895021
UTRGV,Ref,AR3,AR3-2,AR3-2-2,2,A1,5,10,1.91,1.342035488
UTRGV,Ref,AR3,AR3-2,AR3-2-3,3,A1,10,30,1.4,1.677204433
UTRGV,Ref,AR3,AR3-2,AR3-2-4,4,A1,30,50,1.03,1.4649999999999999
UTRGV,Ref,AR3,AR3-2,AR3-2-5,5,B2,50,80,0.43,1.4
UTRGV,Ref,AR3,AR3-2,AR3-2-6,6,B2ca,80,100,0.62,1.415
UTRGV,Ref,AR3,AR3-3,AR3-3-1,1,A1,0,5,8.83,1.156531958
UTRGV,Ref,AR3,AR3-3,AR3-3-2,2,A1,5,10,2.93,1.545021027
UTRGV,Ref,AR3,AR3-3,AR3-3-3,3,A1,10,30,2.58,1.302409603
UTRGV,Ref,AR3,AR3-3,AR3-3-4,4,A1,30,50,1.45,1.4649999999999999
UTRGV,Ref,AR3,AR3-3,AR3-3-5,5,B2,50,80,0.57,1.4
UTRGV,Ref,AR3,AR3-3,AR3-3-6,6,B2ca,80,100,0.22,1.415
UTRGV,BAU,AX1,AX1-1,AX1-1-1,1,Ap,0,5,1.45,1.468682925
UTRGV,BAU,AX1,AX1-1,AX1-1-2,2,Ap,5,10,1.3,1.657294368
UTRGV,BAU,AX1,AX1-1,AX1-1-3,3,Ap,10,30,1.21,1.32280528
UTRGV,BAU,AX1,AX1-1,AX1-1-4,4,A1,30,50,1.29,1.4649999999999999
UTRGV,BAU,AX1,AX1-1,AX1-1-5,5,B2,50,80,1.05,1.4
UTRGV,BAU,AX1,AX1-1,AX1-1-6,6,B2ca,80,100,1.01,1.415
UTRGV,BAU,AX1,AX1-2,AX1-2-1,1,Ap,0,5,1.87,1.576974253
UTRGV,BAU,AX1,AX1-2,AX1-2-2,2,Ap,5,10,1.83,1.945553257
UTRGV,BAU,AX1,AX1-2,AX1-2-3,3,Ap,10,30,1.84,1.960898575
UTRGV,BAU,AX1,AX1-2,AX1-2-4,4,A1,30,50,1.67,1.4649999999999999
UTRGV,BAU,AX1,AX1-2,AX1-2-5,5,B2,50,80,1.56,1.4
UTRGV,BAU,AX1,AX1-2,AX1-2-6,6,B2ca,80,100,1.45,1.415
UTRGV,BAU,AX1,AX1-3,AX1-3-1,1,Ap,0,5,1.92,1.462175733
UTRGV,BAU,AX1,AX1-3,AX1-3-2,2,Ap,5,10,1.65,1.793459787
UTRGV,BAU,AX1,AX1-3,AX1-3-3,3,Ap,10,30,1.42,1.6303915
UTRGV,BAU,AX1,AX1-3,AX1-3-4,4,A1,30,50,1.21,1.4649999999999999
UTRGV,BAU,AX1,AX1-3,AX1-3-5,5,B2,50,80,2.13,1.4
UTRGV,BAU,AX1,AX1-3,AX1-3-6,6,B2ca,80,100,1.21,1.415
UTRGV,BAU,AX2,AX2-1,AX2-1-1,1,Ap,0,5,1.35,1.856880627
UTRGV,BAU,AX2,AX2-1,AX2-1-2,2,Ap,5,10,1.25,0.680341482
UTRGV,BAU,AX2,AX2-1,AX2-1-3,3,Ap,10,30,1.24,1.59571885
UTRGV,BAU,AX2,AX2-1,AX2-1-4,4,A1,30,50,1.16,1.4649999999999999
UTRGV,BAU,AX2,AX2-1,AX2-1-5,5,B2,50,80,1.05,1.4
UTRGV,BAU,AX2,AX2-1,AX2-1-6,6,B2ca,80,100,0.71,1.415
UTRGV,BAU,AX2,AX2-2,AX2-2-1,1,Ap,0,5,0.94,1.208201004
UTRGV,BAU,AX2,AX2-2,AX2-2-2,2,Ap,5,10,0.99,1.751308723
UTRGV,BAU,AX2,AX2-2,AX2-2-3,3,Ap,10,30,1.25,1.614366326
UTRGV,BAU,AX2,AX2-2,AX2-2-4,4,A1,30,50,0.98,1.4649999999999999
UTRGV,BAU,AX2,AX2-2,AX2-2-5,5,B2,50,80,0.93,1.4
UTRGV,BAU,AX2,AX2-2,AX2-2-6,6,B2ca,80,100,0.82,1.415
UTRGV,BAU,AX2,AX2-3,AX2-3-1,1,Ap,0,5,1.92,1.413614599
UTRGV,BAU,AX2,AX2-3,AX2-3-2,2,Ap,5,10,1.77,1.777628857
UTRGV,BAU,AX2,AX2-3,AX2-3-3,3,Ap,10,30,1.65,1.650981421
UTRGV,BAU,AX2,AX2-3,AX2-3-4,4,A1,30,50,1.48,1.4649999999999999
UTRGV,BAU,AX2,AX2-3,AX2-3-5,5,B2,50,80,1.22,1.4
UTRGV,BAU,AX2,AX2-3,AX2-3-6,6,B2ca,80,100,1.09,1.415
UTRGV,BAU,AX3,AX3-1,AX3-1-1,1,Ap,0,5,1.36,1.668560551
UTRGV,BAU,AX3,AX3-1,AX3-1-2,2,Ap,5,10,1.29,1.815506541
UTRGV,BAU,AX3,AX3-1,AX3-1-3,3,Ap,10,30,1.43,1.886891408
UTRGV,BAU,AX3,AX3-1,AX3-1-4,4,A1,30,50,1.77,1.4649999999999999
UTRGV,BAU,AX3,AX3-1,AX3-1-5,5,B2,50,80,1.63,1.4
UTRGV,BAU,AX3,AX3-1,AX3-1-6,6,B2ca,80,100,1.49,1.415
UTRGV,BAU,AX3,AX3-2,AX3-2-1,1,Ap,0,5,2.3,1.639132504
UTRGV,BAU,AX3,AX3-2,AX3-2-2,2,Ap,5,10,2.04,1.442557035
UTRGV,BAU,AX3,AX3-2,AX3-2-3,3,Ap,10,30,1.97,1.626700854
UTRGV,BAU,AX3,AX3-2,AX3-2-4,4,A1,30,50,1.71,1.4649999999999999
UTRGV,BAU,AX3,AX3-2,AX3-2-5,5,B2,50,80,1.64,1.4
UTRGV,BAU,AX3,AX3-2,AX3-2-6,6,B2ca,80,100,1.33,1.415
UTRGV,BAU,AX3,AX3-3,AX3-3-1,1,Ap,0,5,1.22,2.010625176
UTRGV,BAU,AX3,AX3-3,AX3-3-2,2,Ap,5,10,1.21,1.592513816
UTRGV,BAU,AX3,AX3-3,AX3-3-3,3,Ap,10,30,1,1.862513719
UTRGV,BAU,AX3,AX3-3,AX3-3-4,4,A1,30,50,0.91,1.4649999999999999
UTRGV,BAU,AX3,AX3-3,AX3-3-5,5,B2,50,80,0.66,1.4
UTRGV,BAU,AX3,AX3-3,AX3-3-6,6,B2ca,80,100,0.42,1.415
UTRGV,BAU,AY1,AY1-1,AY1-1-1,1,Ap,0,5,0.94,1.748783544
UTRGV,BAU,AY1,AY1-1,AY1-1-2,2,Ap,5,10,0.87,2.028107184
UTRGV,BAU,AY1,AY1-1,AY1-1-3,3,Ap,10,30,0.64,2.031117974
UTRGV,BAU,AY1,AY1-1,AY1-1-4,4,A1,30,50,0.6,1.4649999999999999
UTRGV,BAU,AY1,AY1-1,AY1-1-5,5,B2,50,80,0.54,1.4
UTRGV,BAU,AY1,AY1-1,AY1-1-6,6,B2ca,80,100,0.34,1.415
UTRGV,BAU,AY1,AY1-2,AY1-2-1,1,Ap,0,5,0.96,1.113603916
UTRGV,BAU,AY1,AY1-2,AY1-2-2,2,Ap,5,10,0.85,1.741305129
UTRGV,BAU,AY1,AY1-2,AY1-2-3,3,Ap,10,30,0.31,1.308236939
UTRGV,BAU,AY1,AY1-2,AY1-2-4,4,A1,30,50,0.41,1.4649999999999999
UTRGV,BAU,AY1,AY1-2,AY1-2-5,5,B2,50,80,0.57,1.4
UTRGV,BAU,AY1,AY1-2,AY1-2-6,6,B2ca,80,100,0.75,1.415
UTRGV,BAU,AY1,AY1-3,AY1-3-1,1,Ap,0,5,1,1.904179171
UTRGV,BAU,AY1,AY1-3,AY1-3-2,2,Ap,5,10,0.99,2.193312161
UTRGV,BAU,AY1,AY1-3,AY1-3-3,3,Ap,10,30,0.88,1.592416693
UTRGV,BAU,AY1,AY1-3,AY1-3-4,4,A1,30,50,0.53,1.4649999999999999
UTRGV,BAU,AY1,AY1-3,AY1-3-5,5,B2,50,80,0.41,1.4
UTRGV,BAU,AY1,AY1-3,AY1-3-6,6,B2ca,80,100,0.37,1.415
UTRGV,BAU,AY2,AY2-1,AY2-1-1,1,Ap,0,5,0.9,2.034517254
UTRGV,BAU,AY2,AY2-1,AY2-1-2,2,Ap,5,10,1.05,1.260064295
UTRGV,BAU,AY2,AY2-1,AY2-1-3,3,Ap,10,30,0.79,1.675553354
UTRGV,BAU,AY2,AY2-1,AY2-1-4,4,A1,30,50,0.79,1.4649999999999999
UTRGV,BAU,AY2,AY2-1,AY2-1-5,5,B2,50,80,0.6,1.4
UTRGV,BAU,AY2,AY2-1,AY2-1-6,6,B2ca,80,100,0.6,1.415
UTRGV,BAU,AY2,AY2-2,AY2-2-1,1,Ap,0,5,0.87,1.86727271
UTRGV,BAU,AY2,AY2-2,AY2-2-2,2,Ap,5,10,1.27,2.142031604
UTRGV,BAU,AY2,AY2-2,AY2-2-3,3,Ap,10,30,0.9,1.378650583
UTRGV,BAU,AY2,AY2-2,AY2-2-4,4,A1,30,50,0.61,1.4649999999999999
UTRGV,BAU,AY2,AY2-2,AY2-2-5,5,B2,50,80,0.2,1.4
UTRGV,BAU,AY2,AY2-2,AY2-2-6,6,B2ca,80,100,0.49,1.415
UTRGV,BAU,AY2,AY2-3,AY2-3-1,1,Ap,0,5,0.85,2.119402115
UTRGV,BAU,AY2,AY2-3,AY2-3-2,2,Ap,5,10,0.97,1.665452638
UTRGV,BAU,AY2,AY2-3,AY2-3-3,3,Ap,10,30,1.18,1.238891641
UTRGV,BAU,AY2,AY2-3,AY2-3-4,4,A1,30,50,0.84,1.4649999999999999
UTRGV,BAU,AY2,AY2-3,AY2-3-5,5,B2,50,80,0.67,1.4
UTRGV,BAU,AY2,AY2-3,AY2-3-6,6,B2ca,80,100,0.55,1.415
UTRGV,BAU,AY3,AY3-1,AY3-1-1,1,Ap,0,5,0.85,1.609704457
UTRGV,BAU,AY3,AY3-1,AY3-1-2,2,Ap,5,10,1.24,1.659916669
UTRGV,BAU,AY3,AY3-1,AY3-1-3,3,Ap,10,30,1.09,1.589891514
UTRGV,BAU,AY3,AY3-1,AY3-1-4,4,A1,30,50,0.73,1.4649999999999999
UTRGV,BAU,AY3,AY3-1,AY3-1-5,5,B2,50,80,0.67,1.4
UTRGV,BAU,AY3,AY3-1,AY3-1-6,6,B2ca,80,100,0.48,1.415
UTRGV,BAU,AY3,AY3-2,AY3-2-1,1,Ap,0,5,0.91,1.810844672
UTRGV,BAU,AY3,AY3-2,AY3-2-2,2,Ap,5,10,0.86,2.115905714
UTRGV,BAU,AY3,AY3-2,AY3-2-3,3,Ap,10,30,1.07,1.819100065
UTRGV,BAU,AY3,AY3-2,AY3-2-4,4,A1,30,50,1.02,1.4649999999999999
UTRGV,BAU,AY3,AY3-2,AY3-2-5,5,B2,50,80,0.75,1.4
UTRGV,BAU,AY3,AY3-2,AY3-2-6,6,B2ca,80,100,0.56,1.415
UTRGV,BAU,AY3,AY3-3,AY3-3-1,1,Ap,0,5,0.96,1.895243923
UTRGV,BAU,AY3,AY3-3,AY3-3-2,2,Ap,5,10,0.92,1.745772753
UTRGV,BAU,AY3,AY3-3,AY3-3-3,3,Ap,10,30,1.09,1.984402164
UTRGV,BAU,AY3,AY3-3,AY3-3-4,4,A1,30,50,0.75,1.4649999999999999
UTRGV,BAU,AY3,AY3-3,AY3-3-5,5,B2,50,80,0.56,1.4
UTRGV,BAU,AY3,AY3-3,AY3-3-6,6,B2ca,80,100,0.64,1.415
UTRGV,BAU,AZ1,AZ1-1,AZ1-1-1,1,Ap,0,5,1.52,2.085700689
UTRGV,BAU,AZ1,AZ1-1,AZ1-1-2,2,Ap,5,10,1.37,2.432912794
UTRGV,BAU,AZ1,AZ1-1,AZ1-1-3,3,Ap,10,30,1.07,1.369715335
UTRGV,BAU,AZ1,AZ1-1,AZ1-1-4,4,A1,30,50,0.75,1.4649999999999999
UTRGV,BAU,AZ1,AZ1-1,AZ1-1-5,5,B2,50,80,0.07,1.4
UTRGV,BAU,AZ1,AZ1-1,AZ1-1-6,6,B2ca,80,100,0.25,1.415
UTRGV,BAU,AZ1,AZ1-2,AZ1-2-1,1,Ap,0,5,1.17,2.147081961
UTRGV,BAU,AZ1,AZ1-2,AZ1-2-2,2,Ap,5,10,1.17,2.469236522
UTRGV,BAU,AZ1,AZ1-2,AZ1-2-3,3,Ap,10,30,0.68,1.901848237
UTRGV,BAU,AZ1,AZ1-2,AZ1-2-4,4,A1,30,50,0.32,1.4649999999999999
UTRGV,BAU,AZ1,AZ1-2,AZ1-2-5,5,B2,50,80,0.34,1.4
UTRGV,BAU,AZ1,AZ1-2,AZ1-2-6,6,B2ca,80,100,0.32,1.415
UTRGV,BAU,AZ1,AZ1-3,AZ1-3-1,1,Ap,0,5,0.88,2.332002758
UTRGV,BAU,AZ1,AZ1-3,AZ1-3-2,2,Ap,5,10,0.6,2.314132261
UTRGV,BAU,AZ1,AZ1-3,AZ1-3-3,3,Ap,10,30,0.87,1.610869924
UTRGV,BAU,AZ1,AZ1-3,AZ1-3-4,4,A1,30,50,0.48,1.4649999999999999
UTRGV,BAU,AZ1,AZ1-3,AZ1-3-5,5,B2,50,80,0.33,1.4
UTRGV,BAU,AZ1,AZ1-3,AZ1-3-6,6,B2ca,80,100,0.14,1.415
UTRGV,BAU,AZ2,AZ2-1,AZ2-1-1,1,Ap,0,5,0.86,1.233938405
UTRGV,BAU,AZ2,AZ2-1,AZ2-1-2,2,Ap,5,10,0.7,0.991812593
UTRGV,BAU,AZ2,AZ2-1,AZ2-1-3,3,Ap,10,30,0.77,1.35708944
UTRGV,BAU,AZ2,AZ2-1,AZ2-1-4,4,A1,30,50,0.37,1.4649999999999999
UTRGV,BAU,AZ2,AZ2-1,AZ2-1-5,5,B2,50,80,0.29,1.4
UTRGV,BAU,AZ2,AZ2-1,AZ2-1-6,6,B2ca,80,100,0.11,1.415
UTRGV,BAU,AZ2,AZ2-2,AZ2-2-1,1,Ap,0,5,0.95,1.241805309
UTRGV,BAU,AZ2,AZ2-2,AZ2-2-2,2,Ap,5,10,0.82,1.186834105
UTRGV,BAU,AZ2,AZ2-2,AZ2-2-3,3,Ap,10,30,0.74,1.235395239
UTRGV,BAU,AZ2,AZ2-2,AZ2-2-4,4,A1,30,50,0.48,1.4649999999999999
UTRGV,BAU,AZ2,AZ2-2,AZ2-2-5,5,B2,50,80,0.36,1.4
UTRGV,BAU,AZ2,AZ2-2,AZ2-2-6,6,B2ca,80,100,0.23,1.415
UTRGV,BAU,AZ2,AZ2-3,AZ2-3-1,1,Ap,0,5,1.11,1.344269301
UTRGV,BAU,AZ2,AZ2-3,AZ2-3-2,2,Ap,5,10,1.19,1.505977876
UTRGV,BAU,AZ2,AZ2-3,AZ2-3-3,3,Ap,10,30,0.9,1.521808805
UTRGV,BAU,AZ2,AZ2-3,AZ2-3-4,4,A1,30,50,0.97,1.4649999999999999
UTRGV,BAU,AZ2,AZ2-3,AZ2-3-5,5,B2,50,80,0.75,1.4
UTRGV,BAU,AZ2,AZ2-3,AZ2-3-6,6,B2ca,80,100,0.62,1.415
UTRGV,BAU,AZ3,AZ3-1,AZ3-1-1,1,Ap,0,5,1.36,1.695851908
UTRGV,BAU,AZ3,AZ3-1,AZ3-1-2,2,Ap,5,10,1.05,0.815535678
UTRGV,BAU,AZ3,AZ3-1,AZ3-1-3,3,Ap,10,30,1.08,0.883521265
UTRGV,BAU,AZ3,AZ3-1,AZ3-1-4,4,A1,30,50,0.73,1.4649999999999999
UTRGV,BAU,AZ3,AZ3-1,AZ3-1-5,5,B2,50,80,0.75,1.4
UTRGV,BAU,AZ3,AZ3-1,AZ3-1-6,6,B2ca,80,100,0.6,1.415
UTRGV,BAU,AZ3,AZ3-2,AZ3-2-1,1,Ap,0,5,1.23,1.401862805
UTRGV,BAU,AZ3,AZ3-2,AZ3-2-2,2,Ap,5,10,0.87,1.639909482
UTRGV,BAU,AZ3,AZ3-2,AZ3-2-3,3,Ap,10,30,0.82,0.951506852
UTRGV,BAU,AZ3,AZ3-2,AZ3-2-4,4,A1,30,50,0.62,1.4649999999999999
UTRGV,BAU,AZ3,AZ3-2,AZ3-2-5,5,B2,50,80,0.36,1.4
UTRGV,BAU,AZ3,AZ3-2,AZ3-2-6,6,B2ca,80,100,0.3,1.415
UTRGV,BAU,AZ3,AZ3-3,AZ3-3-1,1,Ap,0,5,1.16,1.336596642
UTRGV,BAU,AZ3,AZ3-3,AZ3-3-2,2,Ap,5,10,0.98,1.267931199
UTRGV,BAU,AZ3,AZ3-3,AZ3-3-3,3,Ap,10,30,0.86,1.434981498
UTRGV,BAU,AZ3,AZ3-3,AZ3-3-4,4,A1,30,50,1.29,1.4649999999999999
UTRGV,BAU,AZ3,AZ3-3,AZ3-3-5,5,B2,50,80,0.58,1.4
UTRGV,BAU,AZ3,AZ3-3,AZ3-3-6,6,B2ca,80,100,0.34,1.415
TexasA&MPt-1,BAU,CVT-1,CVT-1-1,CVT-1-1-1,1,Ap,0,5,0.15,1.11
TexasA&MPt-1,BAU,CVT-1,CVT-1-1,CVT-1-1-2,2,Ap,5,10,0.15,1.15
TexasA&MPt-1,BAU,CVT-1,CVT-1-1,CVT-1-1-3,3,Ap,10,35,0.17,1.43
TexasA&MPt-1,BAU,CVT-1,CVT-1-1,CVT-1-1-4,4,Bt1,35,75,0.17,1.44
TexasA&MPt-1,BAU,CVT-1,CVT-1-1,CVT-1-1-5,5,Bt2,75,100,0.11,1.37
TexasA&MPt-1,BAU,CVT-1,CVT-1-2,CVT-1-2-1,1,Ap,0,5,0.18,1.13
TexasA&MPt-1,BAU,CVT-1,CVT-1-2,CVT-1-2-2,2,Ap,5,10,0.17,1.45
TexasA&MPt-1,BAU,CVT-1,CVT-1-2,CVT-1-2-3,3,Ap,10,35,0.14,1.36
TexasA&MPt-1,BAU,CVT-1,CVT-1-2,CVT-1-2-4,4,Bt1,35,75,0.21,1.54
TexasA&MPt-1,BAU,CVT-1,CVT-1-2,CVT-1-2-5,5,Bt2,75,100,0.15,1.43
TexasA&MPt-1,BAU,CVT-1,CVT-1-3,CVT-1-3-1,1,Ap,0,5,0.21,1.72
TexasA&MPt-1,BAU,CVT-1,CVT-1-3,CVT-1-3-2,2,Ap,5,10,0.17,1.06
TexasA&MPt-1,BAU,CVT-1,CVT-1-3,CVT-1-3-3,3,Ap,10,35,0.17,1.59
TexasA&MPt-1,BAU,CVT-1,CVT-1-3,CVT-1-3-4,4,Bt1,35,75,0.15,1.55
TexasA&MPt-1,BAU,CVT-1,CVT-1-3,CVT-1-3-5,5,Bt2,75,100,0.15,1.48
TexasA&MPt-1,BAU,CVT-2,CVT-2-1,CVT-2-1-1,1,Ap,0,5,0.22,1.43
TexasA&MPt-1,BAU,CVT-2,CVT-2-1,CVT-2-1-2,2,Ap,5,10,0.22,1.08
TexasA&MPt-1,BAU,CVT-2,CVT-2-1,CVT-2-1-3,3,Ap,10,35,0.2,1.45
TexasA&MPt-1,BAU,CVT-2,CVT-2-1,CVT-2-1-4,4,Bt1,35,75,0.18,1.43
TexasA&MPt-1,BAU,CVT-2,CVT-2-1,CVT-2-1-5,5,Bt2,75,100,0.15,1.57
TexasA&MPt-1,BAU,CVT-2,CVT-2-2,CVT-2-2-1,1,Ap,0,5,0.21,0.93
TexasA&MPt-1,BAU,CVT-2,CVT-2-2,CVT-2-2-2,2,Ap,5,10,0.17,1.55
TexasA&MPt-1,BAU,CVT-2,CVT-2-2,CVT-2-2-3,3,Ap,10,35,0.18,1.29
TexasA&MPt-1,BAU,CVT-2,CVT-2-2,CVT-2-2-4,4,Bt1,35,75,0.17,1.37
TexasA&MPt-1,BAU,CVT-2,CVT-2-2,CVT-2-2-5,5,Bt2,75,100,0.13,1.41
TexasA&MPt-1,BAU,CVT-2,CVT-2-3,CVT-2-3-1,1,Ap,0,5,0.24,1.08
TexasA&MPt-1,BAU,CVT-2,CVT-2-3,CVT-2-3-2,2,Ap,5,10,0.17,1.18
TexasA&MPt-1,BAU,CVT-2,CVT-2-3,CVT-2-3-3,3,Ap,10,35,0.18,1.47
TexasA&MPt-1,BAU,CVT-2,CVT-2-3,CVT-2-3-4,4,Bt1,35,75,0.18,1.54
TexasA&MPt-1,BAU,CVT-2,CVT-2-3,CVT-2-3-5,5,Bt2,75,100,0.21,1.53
TexasA&MPt-1,BAU,CVT-3,CVT-3-1,CVT-3-1-1,1,Ap,0,5,0.19,1.48
TexasA&MPt-1,BAU,CVT-3,CVT-3-1,CVT-3-1-2,2,Ap,5,10,0.18,2.03
TexasA&MPt-1,BAU,CVT-3,CVT-3-1,CVT-3-1-3,3,Ap,10,35,0.22,1.41
TexasA&MPt-1,BAU,CVT-3,CVT-3-1,CVT-3-1-4,4,Bt1,35,75,0.13,1.45
TexasA&MPt-1,BAU,CVT-3,CVT-3-1,CVT-3-1-5,5,Bt2,75,100,0.1,1.46
TexasA&MPt-1,BAU,CVT-3,CVT-3-2,CVT-3-2-1,1,Ap,0,5,0.31,1.12
TexasA&MPt-1,BAU,CVT-3,CVT-3-2,CVT-3-2-2,2,Ap,5,10,0.33,1.07
TexasA&MPt-1,BAU,CVT-3,CVT-3-2,CVT-3-2-3,3,Ap,10,35,0.22,1.54
TexasA&MPt-1,BAU,CVT-3,CVT-3-2,CVT-3-2-4,4,Bt1,35,75,0.22,1.49
TexasA&MPt-1,BAU,CVT-3,CVT-3-2,CVT-3-2-5,5,Bt2,75,100,0.12,1.46
TexasA&MPt-1,BAU,CVT-3,CVT-3-3,CVT-3-3-1,1,Ap,0,5,0.2,1.52
TexasA&MPt-1,BAU,CVT-3,CVT-3-3,CVT-3-3-2,2,Ap,5,10,0.37,1.21
TexasA&MPt-1,BAU,CVT-3,CVT-3-3,CVT-3-3-3,3,Ap,10,35,0.17,1.56
TexasA&MPt-1,BAU,CVT-3,CVT-3-3,CVT-3-3-4,4,Bt1,35,75,0.22,1.41
TexasA&MPt-1,BAU,CVT-3,CVT-3-3,CVT-3-3-5,5,Bt2,75,100,0.15,1.41
TexasA&MPt-1,Ref,NAT-1,NAT-1-1,NAT-1-1-1,1,A,0,5,0.54,1.54
TexasA&MPt-1,Ref,NAT-1,NAT-1-1,NAT-1-1-2,2,A,5,10,0.28,1.58
TexasA&MPt-1,Ref,NAT-1,NAT-1-1,NAT-1-1-3,3,A,10,30,0.17,1.64
TexasA&MPt-1,Ref,NAT-1,NAT-1-1,NAT-1-1-4,4,Bt1,30,70,0.24,1.6
TexasA&MPt-1,Ref,NAT-1,NAT-1-1,NAT-1-1-5,5,Bt2,70,100,0.21,1.57
TexasA&MPt-1,Ref,NAT-2,NAT-2-2,NAT-2-2-1,1,A,0,5,0.42,1.63
TexasA&MPt-1,Ref,NAT-2,NAT-2-2,NAT-2-2-2,2,A,5,10,0.25,1.71
TexasA&MPt-1,Ref,NAT-2,NAT-2-2,NAT-2-2-3,3,A,10,30,0.18,1.27
TexasA&MPt-1,Ref,NAT-2,NAT-2-2,NAT-2-2-4,4,Bt1,30,70,0.25,1.7
